index,author,location,date,headline,review_body,review_rating,num_like,language,itemName
583,john jenkins,unknown,2020-04-02T15:56:13.000Z,"non existent service when the going gets tough - 2010 outlook and ability, not 2020","I've used Booking.com for several years - I've found the booking process to be simple, their prices ok (you could 'nickle and dime' rates by going elsewhere) and their online service acceptable providing your need is simple and straight forward. However, woe betide you if there is a problem between you and the hotel - they are no where in sight. They love to take their booking fee then simply wash-their-hands of any involvement in 'difficult' situations leaving you to thrash it out with the hotel. Trying to phone them is impossible - I have more chance speaking to Lord Lucan (Brits of a certain age will know this name!). Also, if you book several rooms for a group this is achievable (actually encouraged) on the site. However, if the hotel has different T&Cs for groups there is no way of knowing this until the hotel takes action - ordinarily taking the entire booking amount even if you ticked the boxes to pay upon departure and only use the reserving credit card for a minimal test payment to prove that it is valid. When you have booked several hotels this is a VERY unwelcome surprise. All told Booking.com are not keeping up with modern developments in the market, their infrastructure and service are very 2010, not 2020. I'll be using a different booking agent for future group bookings.",2,1,en,Bookingstar2345
584,K Seat,unknown,2020-04-02T14:34:45.000Z,outstanding service,"outstanding service - so impressed with booking.com. Had holiday booked to USA from Uk, cancelled due to the pandemic. Had made a few bookings at hotles, where at the time took the option of no refund- as had no thoughts of not being there!! Due to this pandemic all travel cancelled, but all various hotels agreed to the payments to be refunded - excellent service and answered the phone within a minute!!!",5,1,en,Bookingstar2345
585,John Slater,unknown,2020-04-01T18:50:08.000Z,COVID-19 PROFESSIONALISM,Incredible quick refund given by Booking.com for my car hire in Orlando due to COVID-19.Thank you ever so much for a hassle free transaction!,5,0,en,Bookingstar2345
586,Sheila Smith,unknown,2020-04-01T18:20:07.000Z,Every cloud.....,"I was going to give Booking.com half a star after being sent an email stating that despite the fact that the owners of the accommodation had originally kindly agreed to waive the cancellation fee owing to German border closure they had decided to renege on the arrangement and bill me.Naturally I made contact and was told that they had NOT charged me!Since it was a considerable amount I was concerned and after raising the issue with Booking.com eventually learned that it was a mistake.Why then the extra stars?Mainly because Booking.com were quite upfront about their error and agreed to token goodwill, which is all you can expect.Not all organisations are so transparent and will rarely admit mistakes, so I shall continue booking with them when the coronavirus allows me to do so.",3,0,en,Bookingstar2345
587,James,unknown,2020-03-31T14:29:10.000Z,Booked an apartment with Booking.com as…,Booked an apartment with Booking.com as we are going to Cyprus for a wedding in August ..just received an email from them to say our booking has been cancelled and they are refunding fees for accommodation! The only thing is we didn't cancel ! Now we have no where to stay ! I have emailed them and used every contact method available to reverse this and no one has come back to me ! I am absolutely disgusted with them and this is the only way to vent my anger at them as there is no one to talk to ! Thanks for ruining my trip booking. Com !,2,0,en,Bookingstar2345
588,Elaine,unknown,2020-03-31T10:24:38.000Z,Getting on Track Again,Booking.com were a bit slow off the mark with the implications of Covid 19. I guess there were lots of uncertainties early on with different countries responding differently but this is one of the challenges an international company needs to be able to handle. Now though they are getting to grips with it and are processing cancellations and refunds and with a notice about Coronavirus on the booking site. With daily reports on Covid 19 restrictions it’s easy to think that everything can happen overnight but the volume of communications and the financial implications for booking.com and all the accommodation providers in so many countries must be like a tsunami. Well done booking.com for getting back on your feet again. Keep up the good work.,4,0,en,Bookingstar2345
589,jade hart,unknown,2020-03-31T00:55:17.000Z,Brilliant Service,"We recently booked our 4th stay through booking.com to Bali but due to the recent circumstances regarding COVID-19, were concerned we would lose our booking for May 2020 which we had paid upfront for. The customer service team & villa were extremely understanding and efficient when helping us rearrange the dates at no extra cost. I’m extremely happy with the service we’ve received and we will continue to book through booking.com moving forward, never had a bad experience, hotels are always what they describe - of course we do research before booking. Brilliant response time and overall great service, especially considering how tough it must be at the moment! Great work 👏🏻",5,0,en,Bookingstar2345
590,Chris Watts,unknown,2020-03-25T15:53:17.000Z,Been getting the runaround for 2 weeks…,Been getting the runaround for 2 weeks being told several times that they would not refund on my hotel booking to Budapest. I was raising a dispute with visa over this matter went online to re print my documents it now says a refund is available due to travel restrictions.I have spoken to booking.com who have spoken to the hotel. I will be getting a full refund in around 10 days they have confirmed this by email. So it's worth logging into your booking to check.,3,0,en,Bookingstar2345
591,AussieWanderer,unknown,2020-03-25T13:40:13.000Z,I've been using Booking.com for many years,"I've been using Booking.com for many years and have never had any trouble with them.Quite the contrary, on the rare occasions when one of their partner hotels have given me trouble, their support staff have been super efficient in sorting things out.",5,1,en,Bookingstar2345
592,John Tipton,unknown,2020-03-24T15:04:31.000Z,Good til you need help,The process worked well.  I had to cancel and that worked well. The hotel acknowledged cancellation and would send a refund.  Weeks later they have not.  Tried to reach out for help.  Help FAQ referred me to phone number. Automated phone service took information and after reviewing dates referred me to FAQ.  Not very helpful. There is apparently no way to reach out to customer service for their help.,2,0,en,Bookingstar2345
593,Peter Horsman,unknown,2020-03-24T09:46:23.000Z,Extraordinary,"Extraordinary. I have just been called, out of the blue, by Booking.com and been talked through cancellation and refund of monies, which they will oversee. I can see some of the negative reviews on this site and they’re no doubt overwhelmed by issues (as we all are) BUT it does seem that they are trying to address such issues as they can. I’m still amazed at the call. And impressed",5,0,en,Bookingstar2345
594,Rebecca,unknown,2020-03-23T23:40:20.000Z,Full refund for hotels that had no refund policy in place,"Due to covid19, I've had to cancel my holiday. I've been experiencing extreme issues getting my money back for cancelled flights etc. However, I was able to get a full refund for both the hotels I had booked through booking.com even though the hotels had no refund policies in place. Absolutely delighted to get some of my money back from someone. When I go to book my holiday again, I will be putting my money straight back into booking.com.",5,0,en,Bookingstar2345
595,Anne Carroll,unknown,2020-03-23T17:48:37.000Z,Could not praise Bookings.com enough. Super Efficient Service,"Could not praise Bookings.com enough. Normally when I book my holiday accommodation with Bookings.com I opt to pay either at the accommodation or the balance approximately two weeks before my arrival. This has always worked out fantastic over the years totally hassle free. However in January this year I made a big first time blunder and hit the wrong option when booking my accommodation in Lanzarote for April. This resulted in  the total amount been taken out of my bank account. Was raging with my own error. Then along comes the...Covid 19 Virus... and as a nurse I especially feared flying anywhere and risk infecting my vulnerable patients. Ino March I phoned Bookings.com Irish helpline number at 3am while on nightduty. Got through immediately to a really helpful and very efficient guy called Phillip. He assured me that my accommodation in Lanzarote did not have my money but Bookings.com had and a full reimbursement was No Problem. Through to their word I received every cent back with not even a booking deposit charge removed. ""Very Impressive Company"" I have always loved this company mainly with the choices it gives it's customers to pay closer to their travelling times but this time I am 'Totally Grateful' to them for their hassle free full reimbursement. Both as a nurse and also as a lone parent I am truly grateful. I will continue,  when it is safe to do so to use Bookings.com for any future bookings as they run a customer friendly and seamless service. Thank You. Anastasia (Anne)",5,0,en,Bookingstar2345
